"","NGenes","Direction","PValue","FDR"
"REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS",88,"Up",0.0748629755349695,0.318982613288354
"REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM",13,"Down",0.0749799768287366,0.318982613288354
"REACTOME_SIGNALING_BY_NTRK1_TRKA",63,"Up",0.0766007224247371,0.324502638457536
"REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA",15,"Down",0.0777890296167325,0.327568039753808
"REACTOME_NADE_MODULATES_DEATH_SIGNALLING",6,"Down",0.0779768540848208,0.327568039753808
"REACTOME_RAC3_GTPASE_CYCLE",90,"Up",0.0790476502527267,0.330682670223907
"REACTOME_SYNTHESIS_OF_KETONE_BODIES",8,"Down",0.079524513311952,0.33129714259419
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST",9,"Down",0.0810884771515592,0.336416657273411
"REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS",11,"Down",0.0818385477010215,0.337227639456016
"REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS",5,"Down",0.0821952761680357,0.337227639456016
"REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING",9,"Up",0.0830981171503931,0.337227639456016
"REACTOME_METABOLISM_OF_RNA",579,"Down",0.0834276262368268,0.337227639456016
"REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",266,"Down",0.0835294847267646,0.337227639456016
"REACTOME_NUCLEAR_SIGNALING_BY_ERBB4",11,"Up",0.0842721590125166,0.337227639456016
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING",56,"Down",0.0844864712009697,0.337227639456016
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION",89,"Down",0.0846822869249923,0.337227639456016
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",144,"Up",0.085017335515104,0.337227639456016
"REACTOME_ERK_MAPK_TARGETS",19,"Up",0.0854938920869525,0.337227639456016
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",30,"Up",0.0855219125114457,0.337227639456016
"REACTOME_PYROPTOSIS",20,"Up",0.0858843413248494,0.337227639456016
"REACTOME_MRNA_EDITING",7,"Up",0.0859213694699214,0.337227639456016
"REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS",31,"Up",0.0859863303792231,0.337227639456016
"REACTOME_AMPK_INHIBITS_CHREBP_TRANSCRIPTIONAL_ACTIVATION_ACTIVITY",6,"Up",0.0864855517943496,0.337865735414502
"REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE",17,"Up",0.0872417801042008,0.339499020250456
"REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS",9,"Down",0.0885636130868384,0.340833831828274
"REACTOME_SIGNALING_BY_NOTCH",39,"Up",0.0886046157066027,0.340833831828274
"REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ",12,"Down",0.0888142481858513,0.340833831828274
"REACTOME_ECM_PROTEOGLYCANS",47,"Down",0.0889426931663425,0.340833831828274
"REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS",8,"Up",0.0896238777105597,0.342138301222061
"REACTOME_UREA_CYCLE",10,"Down",0.0905316612510991,0.342882425048336
"REACTOME_RHOQ_GTPASE_CYCLE",58,"Up",0.0909478954986739,0.342882425048336
"REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE",20,"Down",0.0911367783897629,0.342882425048336
"REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS",41,"Down",0.0912795969916141,0.342882425048336
"REACTOME_RHOA_GTPASE_CYCLE",141,"Up",0.0915263843754522,0.342882425048336
"REACTOME_CREB_PHOSPHORYLATION",7,"Up",0.0919974033205574,0.343365772988251
"REACTOME_REGULATION_OF_KIT_SIGNALING",13,"Up",0.0940159950859019,0.349600218763872
"REACTOME_CELLULAR_RESPONSES_TO_STIMULI",439,"Down",0.0955004598326266,0.353809821667738
"REACTOME_ACTIVATION_OF_SMO",13,"Down",0.0966491573765177,0.356749095610382
"REACTOME_RND1_GTPASE_CYCLE",42,"Up",0.0978681523449741,0.358783326162557
"REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS",32,"Up",0.0979149714826102,0.358783326162557
"REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS",45,"Down",0.102202510060809,0.373132073094735
"REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING",14,"Up",0.102662496627182,0.373453429759747
"REACTOME_BIOSYNTHESIS_OF_E_SERIES_18_S_RESOLVINS",5,"Up",0.104401849419572,0.376347728709314
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS",32,"Down",0.104411091355512,0.376347728709314
"REACTOME_MYOGENESIS",24,"Up",0.104609799860018,0.376347728709314
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42",20,"Up",0.104957533902996,0.376347728709314
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES",33,"Down",0.106276580970282,0.379721307096665
"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING",32,"Up",0.107877753042476,0.384075404449098
"REACTOME_ENOS_ACTIVATION",12,"Up",0.108909326412781,0.386377963669372
"REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES",32,"Down",0.109678756575528,0.387737576062782
"REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA",5,"Down",0.110749879794626,0.390150453732647
"REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION",12,"Down",0.111340910187752,0.390861097302459
"REACTOME_RHOH_GTPASE_CYCLE",35,"Up",0.114425478730989,0.399685702770157
"REACTOME_OTHER_SEMAPHORIN_INTERACTIONS",14,"Up",0.115104933652083,0.399685702770157
"REACTOME_DARPP_32_EVENTS",17,"Up",0.115245487139072,0.399685702770157
"REACTOME_PARACETAMOL_ADME",32,"Down",0.115559155314386,0.399685702770157
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2",12,"Up",0.116005121182388,0.399685702770157
"REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING",9,"Up",0.117032978019405,0.399685702770157
"REACTOME_FGFR2_ALTERNATIVE_SPLICING",17,"Down",0.117325340590872,0.399685702770157
"REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND",20,"Up",0.117429371523878,0.399685702770157
"REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING",6,"Up",0.117437532188443,0.399685702770157
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3",76,"Down",0.118058780534302,0.399944223049772
"REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS",8,"Up",0.118310193471895,0.399944223049772
"REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY",8,"Down",0.118957204342856,0.400218838713896
"REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA",6,"Down",0.119188678063202,0.400218838713896
"REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS",63,"Down",0.12053405633078,0.401044804826429
"REACTOME_MEMBRANE_TRAFFICKING",554,"Up",0.120626411706637,0.401044804826429
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",11,"Up",0.120955175778324,0.401044804826429
"REACTOME_CA2_PATHWAY",45,"Up",0.12114415681472,0.401044804826429
"REACTOME_SIGNALING_BY_ERBB4",33,"Up",0.121431893094855,0.401044804826429
"REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES",22,"Up",0.122039323525619,0.401729445310562
"REACTOME_PTEN_REGULATION",110,"Down",0.123894499903394,0.404127283960283
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY",24,"Down",0.124053421634422,0.404127283960283
"REACTOME_CD28_DEPENDENT_VAV1_PATHWAY",12,"Up",0.124159693140366,0.404127283960283
"REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS",6,"Down",0.124377819465864,0.404127283960283
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1",25,"Up",0.125067976393845,0.404411970217757
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",98,"Down",0.125271038583389,0.404411970217757
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4",5,"Down",0.126294270460329,0.405474068843286
"REACTOME_GENE_SILENCING_BY_RNA",40,"Down",0.126407752537797,0.405474068843286
"REACTOME_CDC42_GTPASE_CYCLE",94,"Up",0.13073430706006,0.418016701555095
"REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION",5,"Up",0.132102342352283,0.421050005465691
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT",258,"Up",0.13283382097653,0.422041633735557
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL",11,"Up",0.134883157947047,0.426583790669736
"REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT",19,"Up",0.135113192662327,0.426583790669736
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2",28,"Up",0.135566408195471,0.426672958709256
"REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE",204,"Down",0.136286768172955,0.427599735142646
"REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL",7,"Down",0.13733311551199,0.42954033636772
"REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION",6,"Up",0.138746989645711,0.432446123958551
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL",16,"Up",0.140500410634316,0.432446123958551
"REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS",13,"Up",0.141329858188903,0.432446123958551
"REACTOME_HYALURONAN_METABOLISM",17,"Down",0.141964428008002,0.432446123958551
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION",44,"Down",0.142423494107433,0.432446123958551
"REACTOME_KERATAN_SULFATE_DEGRADATION",15,"Down",0.142666364896518,0.432446123958551
"REACTOME_PI5P_REGULATES_TP53_ACETYLATION",9,"Up",0.142745344548004,0.432446123958551
"REACTOME_METABOLISM_OF_CARBOHYDRATES",267,"Down",0.142791858140568,0.432446123958551
"REACTOME_KEAP1_NFE2L2_PATHWAY",76,"Down",0.142852643246268,0.432446123958551
"REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE",25,"Down",0.142956914587152,0.432446123958551
"REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM",20,"Down",0.143000112703425,0.432446123958551
"REACTOME_RUNX3_REGULATES_P14_ARF",6,"Down",0.143909269013338,0.433506087428126
"REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING",11,"Up",0.144214176495014,0.433506087428126
"REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS",21,"Up",0.144912913396448,0.434306164328459
"REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR",8,"Down",0.147228619620398,0.439933137199045
"REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER",38,"Down",0.150311260545012,0.447811589279502
"REACTOME_OPIOID_SIGNALLING",72,"Up",0.150952049687283,0.448165908085327
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING",32,"Up",0.151322951036779,0.448165908085327
"REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS",8,"Down",0.153588312536604,0.453537252313972
"REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING",12,"Up",0.155519064227026,0.457891907577521
"REACTOME_BICARBONATE_TRANSPORTERS",10,"Down",0.158716818010949,0.46594060024267
"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER",21,"Down",0.160838348871675,0.470792134889685
"REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY",6,"Up",0.16256036439822,0.474449435627364
"REACTOME_GAP_JUNCTION_DEGRADATION",11,"Up",0.163702334032684,0.475079133461417
"REACTOME_DNA_REPLICATION_INITIATION",8,"Down",0.16530287008628,0.475079133461417
"REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS",15,"Up",0.165369041346926,0.475079133461417
"REACTOME_PHASE_3_RAPID_REPOLARISATION",8,"Down",0.166148478638908,0.475079133461417
"REACTOME_SIGNALING_BY_FGFR3",39,"Up",0.166306271691169,0.475079133461417
"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA",35,"Down",0.16658753202434,0.475079133461417
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING",33,"Up",0.166680075145503,0.475079133461417
"REACTOME_SERINE_BIOSYNTHESIS",9,"Up",0.16697870877812,0.475079133461417
"REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION",12,"Up",0.167034794932152,0.475079133461417
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4",26,"Up",0.168264255588865,0.475537968685012
"REACTOME_ERBB2_REGULATES_CELL_MOTILITY",13,"Up",0.168937791514539,0.475537968685012
"REACTOME_ERKS_ARE_INACTIVATED",13,"Up",0.169124155711666,0.475537968685012
"REACTOME_CARGO_CONCENTRATION_IN_THE_ER",32,"Down",0.169529801231503,0.475537968685012
"REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS",7,"Down",0.169564335447444,0.475537968685012
"REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION",8,"Up",0.170423372461726,0.475634422690825
"REACTOME_ESTROGEN_BIOSYNTHESIS",8,"Down",0.170791432978221,0.475634422690825
"REACTOME_ZINC_TRANSPORTERS",11,"Down",0.171061391917009,0.475634422690825
"REACTOME_PENTOSE_PHOSPHATE_PATHWAY",13,"Down",0.171840723797925,0.475634422690825
"REACTOME_MTOR_SIGNALLING",41,"Up",0.171967425733834,0.475634422690825
"REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION",21,"Down",0.172996639139794,0.476557433764919
"REACTOME_MACROAUTOPHAGY",116,"Up",0.17329461820611,0.476557433764919
"REACTOME_RHO_GTPASES_ACTIVATE_PAKS",22,"Up",0.173934539624783,0.476557433764919
"REACTOME_SIGNALING_BY_VEGF",100,"Up",0.174199779075424,0.476557433764919
"REACTOME_G2_PHASE",5,"Down",0.174719413231119,0.476680138271858
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3",24,"Up",0.175435177666864,0.477335822161332
"REACTOME_EPH_EPHRIN_SIGNALING",64,"Up",0.176192272258115,0.477759477277374
"REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION",27,"Up",0.176665422352164,0.477759477277374
"REACTOME_POTASSIUM_CHANNELS",98,"Down",0.177111416005998,0.477759477277374
"REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS",11,"Up",0.177744335950402,0.477759477277374
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS",16,"Up",0.17812797863018,0.477759477277374
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT",9,"Down",0.179119935360755,0.477759477277374
"REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE",18,"Down",0.179339879694101,0.477759477277374
"REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION",25,"Up",0.179397732005548,0.477759477277374
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",39,"Up",0.181298464553701,0.481544069872794
"REACTOME_HYDROLYSIS_OF_LPC",8,"Down",0.182330422785665,0.482341826580138
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING",68,"Up",0.182955251866482,0.482341826580138
"REACTOME_INTERLEUKIN_2_SIGNALING",9,"Up",0.183040075624535,0.482341826580138
"REACTOME_POLYMERASE_SWITCHING",14,"Down",0.183988658299011,0.483032828228031
"REACTOME_SYNDECAN_INTERACTIONS",14,"Down",0.184309191203177,0.483032828228031
"REACTOME_APOPTOTIC_EXECUTION_PHASE",49,"Down",0.184745623545382,0.483032828228031
"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE",17,"Down",0.185888518784521,0.48409624330737
"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE",51,"Down",0.186116683183909,0.48409624330737
"REACTOME_PEROXISOMAL_LIPID_METABOLISM",27,"Up",0.18724223534974,0.484767290173629
"REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF",7,"Down",0.187340347198574,0.484767290173629
"REACTOME_INTRA_GOLGI_TRAFFIC",37,"Up",0.188453705522086,0.486394653841064
"REACTOME_PLATELET_HOMEOSTASIS",76,"Up",0.189517213139969,0.486847819773164
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION",15,"Up",0.1895991011268,0.486847819773164
"REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION",14,"Down",0.191369466183846,0.490140163389237
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1",30,"Up",0.192614267918696,0.492073091578552
"REACTOME_INTERLEUKIN_23_SIGNALING",6,"Up",0.194244309263151,0.492376085999986
"REACTOME_CARDIAC_CONDUCTION",100,"Down",0.194260879519101,0.492376085999986
"REACTOME_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS",6,"Up",0.194340892940092,0.492376085999986
"REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR",6,"Up",0.194694528029875,0.492376085999986
"REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT",5,"Down",0.19542984584188,0.492993882475495
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",35,"Up",0.197912764379937,0.498006053727961
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING",5,"Up",0.200690451051851,0.503333643578298
"REACTOME_GABA_RECEPTOR_ACTIVATION",59,"Up",0.201032660433165,0.503333643578298
"REACTOME_MRNA_SPLICING",199,"Down",0.201822693772392,0.504054687929058
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING",31,"Up",0.20298995279454,0.505405063930504
"REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS",101,"Up",0.203370165167255,0.505405063930504
"REACTOME_HDACS_DEACETYLATE_HISTONES",22,"Down",0.20446295577954,0.506537661099893
"REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY",29,"Up",0.204962975021295,0.506537661099893
"REACTOME_VITAMIN_B1_THIAMIN_METABOLISM",5,"Up",0.205339470186909,0.506537661099893
"REACTOME_MAPK1_ERK2_ACTIVATION",8,"Up",0.207228143467548,0.509502706062588
"REACTOME_CREATINE_METABOLISM",10,"Up",0.208484723728759,0.509502706062588
"REACTOME_OPSINS",8,"Down",0.208533186310552,0.509502706062588
"REACTOME_PROGRAMMED_CELL_DEATH",133,"Up",0.208571326884187,0.509502706062588
"REACTOME_TRIGLYCERIDE_CATABOLISM",11,"Up",0.210260179386253,0.512381602193684
"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING",29,"Up",0.212925969939079,0.516808656740186
"REACTOME_MAPK3_ERK1_ACTIVATION",9,"Up",0.213106358456611,0.516808656740186
"REACTOME_RHOBTB1_GTPASE_CYCLE",22,"Up",0.214389501814065,0.51866761402728
"REACTOME_SEMAPHORIN_INTERACTIONS",51,"Up",0.214969661721037,0.518821010499811
"REACTOME_G0_AND_EARLY_G1",17,"Down",0.216741153503661,0.521842009874521
"REACTOME_SIGNALING_BY_EGFR",46,"Up",0.217418241867484,0.522219891949651
"REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES",37,"Up",0.218001203967901,0.522370426691582
"REACTOME_PHASE_2_PLATEAU_PHASE",14,"Down",0.219548930795429,0.524588324124613
"REACTOME_G_PROTEIN_MEDIATED_EVENTS",40,"Up",0.22113073084702,0.524588324124613
"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION",143,"Up",0.221878137317365,0.524588324124613
"REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA",29,"Down",0.222440909914904,0.524588324124613
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE",5,"Up",0.222977267651674,0.524588324124613
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS",37,"Up",0.223125566504694,0.524588324124613
"REACTOME_HSF1_DEPENDENT_TRANSACTIVATION",22,"Down",0.223484320535113,0.524588324124613
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",22,"Up",0.22363351109342,0.524588324124613
"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK",29,"Up",0.224550096119422,0.524588324124613
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS",14,"Down",0.224813501420649,0.524588324124613
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",11,"Down",0.225049816927436,0.524588324124613
"REACTOME_CALCINEURIN_ACTIVATES_NFAT",10,"Up",0.225539538393633,0.524588324124613
"REACTOME_VITAMIN_C_ASCORBATE_METABOLISM",8,"Down",0.225719278906208,0.524588324124613
"REACTOME_MYD88_MAL_TIRAP_CASCADE_INITIATED_ON_PLASMA_MEMBRANE",83,"Up",0.228970978568242,0.530358846528727
"REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE",38,"Down",0.229258704575167,0.530358846528727
"REACTOME_PI_3K_CASCADE_FGFR2",22,"Up",0.230521846374925,0.531071029326528
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY",48,"Down",0.230624470902755,0.531071029326528
"REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB",17,"Up",0.231696963756979,0.531644091658475
"REACTOME_LIGAND_RECEPTOR_INTERACTIONS",7,"Down",0.231932382615948,0.531644091658475
"REACTOME_HEDGEHOG_OFF_STATE",103,"Down",0.233358930629289,0.53369559533441
"REACTOME_ACTIVATION_OF_C3_AND_C5",6,"Up",0.234201699781512,0.534405696774177
"REACTOME_REGULATION_OF_CDH11_EXPRESSION_AND_FUNCTION",12,"Up",0.235486380579315,0.53525472151964
"REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS",5,"Up",0.236249237456296,0.53525472151964
"REACTOME_TYROSINE_CATABOLISM",5,"Down",0.236580075842565,0.53525472151964
"REACTOME_MET_ACTIVATES_RAS_SIGNALING",10,"Up",0.236706271269642,0.53525472151964
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",28,"Up",0.240187559709665,0.541906314491019
"REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION",37,"Up",0.241652435509483,0.542962134508109
"REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS",58,"Down",0.241737125622634,0.542962134508109
"REACTOME_SIGNALING_BY_FGFR1",50,"Up",0.246779697281082,0.550565163850988
"REACTOME_ARMS_MEDIATED_ACTIVATION",5,"Down",0.24695085610348,0.550565163850988
"REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS",6,"Up",0.247139741515328,0.550565163850988
"REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE",13,"Down",0.247315626391231,0.550565163850988
"REACTOME_PCP_CE_PATHWAY",85,"Down",0.250243812537178,0.555851300414439
"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS",112,"Up",0.251432663585475,0.557259148432267
"REACTOME_REPRESSION_OF_WNT_TARGET_GENES",10,"Up",0.252842125607897,0.558435041267186
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",95,"Down",0.253075641211723,0.558435041267186
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",35,"Up",0.255255182728948,0.56179562373362
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI",25,"Up",0.255717729129745,0.56179562373362
"REACTOME_LEUKOTRIENE_RECEPTORS",5,"Up",0.256690087118802,0.562700540321565
"REACTOME_SIGNALING_BY_HEDGEHOG",135,"Down",0.259338469424308,0.567267588893259
"REACTOME_CREB3_FACTORS_ACTIVATE_GENES",5,"Up",0.260000438045498,0.567479216951477
"REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES",20,"Down",0.260714639485666,0.567803683391776
"REACTOME_NGF_STIMULATED_TRANSCRIPTION",6,"Up",0.262285032384726,0.569987386394514
"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX",29,"Down",0.264027352832128,0.572534475687811
"REACTOME_METAL_ION_SLC_TRANSPORTERS",20,"Down",0.265080358151281,0.57357905082734
"REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG",7,"Down",0.265932381429337,0.57418518484958
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",275,"Up",0.267236111025795,0.575761921609224
"REACTOME_INTERLEUKIN_27_SIGNALING",9,"Up",0.268931429399623,0.578173779694265
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",110,"Down",0.271012725487614,0.580867181236807
"REACTOME_SIGNAL_AMPLIFICATION",33,"Up",0.271341342629544,0.580867181236807
"REACTOME_METABOLISM_OF_STEROID_HORMONES",41,"Down",0.272838871216312,0.581772742801209
"REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS",5,"Down",0.273459928571015,0.581772742801209
"REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA",5,"Down",0.273502723707341,0.581772742801209
"REACTOME_RND2_GTPASE_CYCLE",43,"Up",0.275658691375295,0.585119082750098
"REACTOME_PECAM1_INTERACTIONS",12,"Up",0.277140837765785,0.586558566469319
"REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS",32,"Up",0.277505297881401,0.586558566469319
"REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES",20,"Down",0.279758937581685,0.590079775907587
"REACTOME_SIGNALLING_TO_RAS",12,"Up",0.280394031178358,0.590179470237047
"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING",23,"Up",0.28186304824315,0.592030335640424
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX",78,"Down",0.285643613483099,0.597232535494966
"REACTOME_O_LINKED_GLYCOSYLATION",107,"Down",0.286470362969007,0.597232535494966
